Project_Group,Region,Cancer_pct,Infant_mortality_pct,Circulatory_pct,Disability_pct,Unemployment_pct,Mortality_pct
Comparison-classified,Akmola,0.24322142857142856,0.8045,2.460142857142857,3.838907142857143,4.928571428571429,1.0453465134421895
Comparison-classified,Almaty Region,0.14113571428571428,0.8615714285714285,2.751871428571429,4.807078571428571,4.796428571428572,0.6784565017052239
Comparison-classified,Kostanay,0.2932571428571428,1.0826428571428572,2.206942857142857,3.179421428571428,4.932142857142857,1.098269795792902
Exposed-classified,East Kazakhstan+Abay,0.2939214285714286,0.9866071428571429,3.12305,4.065414285714286,4.915621428571429,1.091389558902276
Exposed-classified,Karaganda,0.2797142857142857,0.8475,2.3810714285714285,4.738035714285714,4.721428571428571,1.0343716056929542
Exposed-classified,Pavlodar,0.3059,0.7805,2.49775,3.754857142857143,4.871428571428572,1.0310353066207427
