,Cancer_pct,Infant_mortality_pct,Circulatory_pct,Disability_pct,Unemployment_pct
Cancer_pct,1.0,-0.4211660263574532,0.42541640616860177,-0.23997390132580082,-0.47083786845084785
Infant_mortality_pct,-0.4211660263574532,1.0,-0.41257449814639874,-0.04541786914739713,0.649902790222743
Circulatory_pct,0.42541640616860177,-0.4125744981463987,1.0,-0.08302035277823899,-0.5043231559667641
Disability_pct,-0.23997390132580085,-0.04541786914739713,-0.08302035277823899,0.9999999999999999,-0.43246608867513237
Unemployment_pct,-0.47083786845084785,0.6499027902227431,-0.5043231559667641,-0.43246608867513237,1.0
